Bar0, -12.508196721311478
Bar1, -6.300546448087433
Bar2, -4.15846994535519
Bar3, -2.147540983606559
Bar4, -1.7978142076502763
Bar5, -0.13661202185792298
Bar6, 0.6065573770491781
Bar7, 1.3060109289617507
Bar8, 2.530054644808743
Bar9, 3.4043715846994544
Bar10, 4.803278688524589
Bar11, 4.9344262295081975
Bar12, 6.114754098360656
Bar13, 8.256830601092897
Bar14, 8.956284153005463
Bar15, 9.699453551912566
Bar16, 10.049180327868854
Bar17, 10.836065573770494
Bar18, 11.84153005464481
Bar19, 13.196721311475411
Bar20, 13.459016393442624
Bar21, -8.267759562841531
Bar22, -0.39890710382513817
Bar23, -0.049180327868853624
Bar24, 0.9125683060109253
Bar25, 1.3497267759562845
Bar26, 2.2677595628415297
Bar27, 4.060109289617486
Bar28, 0.47540983606557674
Bar29, -0.2677595628415297
Bar30, 0.8251366120218595
Bar31, 4.803278688524589
Bar32, 5.8961748633879765
Bar33, 6.333333333333329
Bar34, 5.983606557377051
Bar35, 5.240437158469948
Bar36, 2.6174863387978142
Bar37, 1.4808743169398895
Bar38, 2.7923497267759565
Bar39, 3.9289617486338777
Bar40, 4.060109289617486
Bar41, 5.021857923497265
Bar42, 5.37158469945355
Bar43, 6.245901639344261
Bar44, 6.94535519125683
Bar45, 7.994535519125684
Bar46, 8.344262295081965
Bar47, 9.131147540983608
Bar48, 9.131147540983608
Bar49, 9.918032786885249
Bar50, 9.655737704918032
Bar51, 8.081967213114751
Bar52, 8.868852459016395
Bar53, 11.098360655737704
Bar54, 14.027322404371585
Bar55, 13.983606557377048
Bar56, 13.371584699453557
Bar57, 12.453551912568308
Bar58, 14.901639344262293
Bar59, 12.06010928961749
Bar60, 12.278688524590162
Bar61, 13.896174863387976
Bar62, 13.721311475409838
Bar63, 13.415300546448087
Bar64, 14.50819672131147
Bar65, 15.076502732240442
Bar66, 15.42622950819672
Bar67, 16.2568306010929
Bar68, 17.21857923497268
Bar69, 19.054644808743177
Bar70, 21.5464480874317
